reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A15CQ7CG019ORH,B00005EBH9,Shauna,"[1, 1]","I love how these whisks feel in my hand! Very solid, with good weight balance. So often one buys whisks and they are flimsy and flop around when you're trying to mix something thick. Not so with these whisks, they are great. So far I've made pancake batter, blue cheese sauce, and a few roux and each time was easy and convenient with these whisks. Great for the price, I will be ordering more!",5.0,Great product!,1284508800.0,"09 15, 2010"
A348IX5QCV0JUC,B00BOZOO0W,Amazon Customer,"[0, 0]",These socks are excellent to wear. My wife bought me Fila socks and they do not fit as well as these socks do. I will be ordering more soon!,5.0,I love these socks with me Five Finger Vibrams.,1373932800.0,"07 16, 2013"
A2648EC8IAY88A,B0052LHCDK,D. Smith,"[0, 0]","Our daughter loved this toy, when she was 3 months she would lie on her back and play with it. When she moved to her stomach the dual position let us adjust it to where she was. Kept her entertained, highly recommended.",5.0,Great toy,1351814400.0,"11 2, 2012"
A2R72F5Y73UNUO,B003YUEF0E,wildcat,"[0, 0]",The cd that came with the camera was cracked so i called the tech support to get help.I am very pleased with the support from Sandra Williams.Now the camera is wireless and port forwarded.,5.0,IP cam,1353974400.0,"11 27, 2012"
A2FC5GTUJ2Y5U1,B000274674,"L. Morey ""Tailwaggers' Mom""","[0, 0]","My 80-pound Labrador retriever mix loves to retrieve tossed objects. Alas, in northern Midwestern snow country, most tossed objects, including tennis balls, disappear beneath deep snow.This &#34;square Frisbee&#34; is perfect for outdoor winter fun! First, it doesn't disappear into snowbanks or snowdrifts. Second, it's easy to launch with a quick flick of the wrist. Third, and best of all, it's virtually indestructible! Even when my dog and I play tug o' war with this thing, it remains intact, in one piece! Fabulous construction! Best winter dog toy I've ever purchased!",5.0,"Perfect for playing in the snow, and indestructible!",1366934400.0,"04 26, 2013"
A139BS12HABN6H,0996005412,ICanOnlybeHele3,"[2, 2]","Writing Style:These ladies sure make one phenomenal team! Their writing draws you in quickly and refuses to let you go! So make sure you have an entire evening dedicated to reading if you pick up this book because you won't want to put it down!My Opinion:I want to start off by saying that out of all paranormal creatures zombies rank lowest on my list of favorites. I have tried repeatedly to read various zombie themed books and one after another they made it to my CNF list. (Could Not Finish) I gave After Life Lessons a chance because I am smitten with both of the authors and everything I've read from both has yet to disappoint me. That being said, After Life Lessons was the first zombie book that I actually was able to finish reading and enjoyed!I truly wasn't expecting this book to floor me like it did! This book changed my perception of the zombie genre all together. This book has a new take on the classic Zombie Apocalypse, one I find to be far more realistic to how people would respond during a zombie out-break. Most representations are filled with too much drama, cruelness, and far-out crazy antics that make the overall story hard to relate to. I find that the way the characters react in this book represents how people would really handle this type of disaster. They show the true gritty emotions; fear, love, courage, regret, and compassion. This book also has a perfect balance of zombie scenes placed throughout it. It's about so much more than just zombies, trust me.Emily and Aaron are a definite power-couple. They are like day and night, but they fit together great. Opposites really do attract, I suppose. They have so many obstacles to face but always make it through them because they have each other. They understand each other in such a profound way, if only everyone could have a chance to be in a relationship like theirs. It goes both ways, when it's going bad.. It's really damn horrible but when it's going good... It's just amazing! As a warning, when these two are alone things tend to get steamy, so make sure to keep a fan near to help with the spike in temperature.After Life Lessons put my emotions one hell of a ride that I'm not sure I'll ever recover from. It drained me physically and mentally, but I consider that to be a good thing. Any book that can have that much of an impact on me has to be special. This book has everything you could ever want in a novel... action, humor, romance, and sex. I could barely stumble out of my bed after one particular scene... oh the shock and horror I experienced. I can't share details of that scene here because it would spoil the plot. So if you're curious you will just have to read this fantastic book for yourself. Just prepare yourself because you will hit some bumps in the road that will leave you stunned.To Read or Not To Read?Without a doubt, READ! Like hurry and go get your copy and read it today!",5.0,Not Just Another Normal Zombie Story,1396828800.0,"04 7, 2014"
AKD3H4TY6C8D0,B00BNQFZTQ,Thomas Tilley,"[0, 0]",This is not one of Frank Roderus's better books. It was very boring for me to finish it but I did. It just was not a good western book.,2.0,This is not one of Frank Roderus's better books. It was very boring for me to ...,1404777600.0,"07 8, 2014"
APXYX3M7I5RGY,B005MZDJWE,Kama,"[0, 0]","Very comfortable and has the right idea to use silicone but needs more support or strength.  After just a few hours, the silicone band stretches which then doesn't hold the toe down or in place.  The silicone is much more comfortable than other pads so maybe with some reinforcements built in, it could be a great product.",2.0,No support due to silicone stretching.,1358640000.0,"01 20, 2013"
A8KJS2P6E5DCB,B0058SHO5I,T. Distaso,"[0, 0]","My 5 year old really does enjoy playing a dancing game like his big sister.This one was definitely engaging and simple enough for him to play.The plus side that it is a game just for him unlike him not being able to play some of the bigger kids games.Although, his 9 year old sister has been known to jump in and enjoy dancing with him!There were a lot of ""young kid"" songs that really held no interest for him.But he does have older siblings so he does hear a lot more current music.",3.0,Lots of dancing for the younger kids.,1347580800.0,"09 14, 2012"
A3QNBED6TMC6T4,B000R4LD1Y,lsram,"[0, 0]",I was thrilled to find a stand mixer at this incredible price. I have many Hamilton Beach appliances so I trust this brand. I only needed one to make whipped desserts and scramble eggs. It works great and also does not take up a lot of space/,5.0,Great mixer. I have wanted one for a long time. Thank You Amazon.,1374192000.0,"07 19, 2013"
A1RIML6KV6BC3P,B000I3239A,M.S.,"[0, 0]",You are getting what you paid.  It is a servicable lunch bag.  Not sure how it stays insulated due to the cheap materials.  Small but holds what I need.  My main gripe is the zipper does not work sometimes.,2.0,Mediocre,1335398400.0,"04 26, 2012"
A2FWC3TYBNLYYR,B00086IDHI,wendy pecos,"[0, 0]",we will be using this stand for a dessert table at my son's wedding next year. it will be perfect.,5.0,perfect,1394150400.0,"03 7, 2014"
A36G69612R2ALD,B009KYONRS,Gabriel Contreras,"[0, 0]",Its ok!,1.0,One Star,1405641600.0,"07 18, 2014"
A1VRTWAJFIUBVU,B00007BH85,Nero da Tres Six,"[0, 0]",I really like how some of the remixes/alternate versions turned out on this collection. I'd recommend it to any juggalo.,4.0,I thought this Had some Real good Remixes,1264118400.0,"01 22, 2010"
A3452QGHLGO0US,0307476073,Beth Susan Crumbs,"[0, 0]",It was nice to read about the PCT and reminisce on my time on the AT.  Everybody's trail journey has a different meaning or significance that's hard to put into words. Commendable effort.,3.0,A nice tale.,1378080000.0,"09 2, 2013"
A1REGCVBFOCPIG,0099529734,Patrick Schardt &quot;schardt679&quot;,"[0, 0]",I am a fan of Christmas books and Charles Dickens and A Christmas Carol is a really good book. I got  the book for a good price. I recommend the book and author. It is pretty easy to read on my iPhone 5. I bought it from Kindle app and it downloaded pretty fast.,5.0,"Great Book, Great Price",1359590400.0,"01 31, 2013"
A88UD6F8NZFB9,B001ULC8X0,S. A. Walsh,"[1, 1]","I had two old white melamine spoons that I hung onto far too long. Years went by and I was reluctant to part with them even though they were starting to chip on the ends.I finally did some searching and found these. I ordered two white ones and then on impulse ordered two red ones at the same time wondering if I would ever use them. And sure enough, they get pulled out every day and the white ones are hardly ever used. The red looks great with most all foods and they are used to serve as well as during cooking. These spoons are the very same quality as the old ones (currently being used in the garden) so I look forward to a very long relationship with them!",5.0,Red?,1397260800.0,"04 12, 2014"
A16GUPVC9XWREX,B0034KD0UU,Robert White,"[1, 1]",This item is just as good as the original put in when the pool was put in.  Not a cheap knock off like some items bought through the internet.  Our neighbor had purchased a filter; not through Amazon; and the product fell apart in a few months.There are no instructions; so what you have to do is put the filter in first and then  the outer core; which by the way make sure you keep especially if this is the first time replacing the filter.  Don't need to purchase a whole new unit; just the filter.Very happy with this purchase.  Bob White,5.0,Not a cheap knock off,1376956800.0,"08 20, 2013"
A1GHWON4VFWOVX,B0081TTY90,mrmossberg500,"[7, 7]","I have a lot of knives and consider myself to be a &#34;knife guy&#34;. When i saw this for around $8 i wanted it as cheaper knife that i can use for when I don't want to break out a chef's knife for cutting a few small things or doing prep work. after reading the reviews, I bought one, and I concur with the other reviews that this knife is crazy sharp. the blade is very thin, but is so sharp it can still cut through beef and chicken like nothing. one pass with the knife is all you need to get through steak or chicken breast easily. The knife is extremely lightweight as well, Probably because I don't think the knife is full tang. the dropped blade/recessed handle is a nice touch as it keeps my knuckles from hitting the board like a good chefs knife should, and the slight upsweep in the blade makes mincing fairly easy. the coating does work well, water rolls right off. BUT DO NOT PUT THIS KNIFE IN THE DISHWASHER. People who say their knives get too dull or fall apart are the ones who put them in the dishwasher. Dishwashers are not good for the steel or materials used to keep the knife together. take care of it as you would a high end chef's knife by hand washing and drying and you won't have any issues.",5.0,Insanely sharp knife,1386720000.0,"12 11, 2013"
A1AOAIP667A1KK,0979696321,Kurt  Aberle,"[0, 0]",I am from South Dakota and I remember this very well. I bought this book for my dad who isn't much of a reader but he loves this.  Great pictures and easy to read.,5.0,Great Book,1267747200.0,"03 5, 2010"
A3N1C59D87AXO8,140228408X,ash manning,"[0, 0]",Draws you in from page one . John like that it has a lot of action. But also shows how the right someone is all you need.,5.0,Very good,1391990400.0,"02 10, 2014"
A2JMM5BMRR4ETL,B0047H7PYQ,shalim ruiz,"[0, 0]",Pretty good documentary.  I enjoyed watching this film.,4.0,Four Stars,1404345600.0,"07 3, 2014"
A1KXA2XRN6YZGB,B003OOS7C2,,"[0, 0]","The cord was delivered undamaged, but never charged the ipod at all.  We tried different chargers and outlets, but it was of no use. It is a  nice bright green.",1.0,"the cord does not charge the ipod at all, but it looks pretty.",1352160000.0,"11 6, 2012"
A27N0FX2QAX1UR,1615641505,PA,"[0, 0]",This book instructs and explains siimply and understandably the health benefits of eating fermented foods.  The organization and layout of the material makes it very easy to use.,5.0,Fascinating Book!,1363564800.0,"03 18, 2013"
A3BAT0FFNP8GY2,B00CAB1VTG,"The Rev ""---They called me the Reverend when ...","[0, 0]","Yes, lots and lots (and lots!)  of sex, but what makes this are the characters, the interaction between the characters, the dialog and the story.  And it ends on an amazingly upbeat note, which honestly surprised and pleased me.",5.0,"Great ""adult story""",1366848000.0,"04 25, 2013"
A1CYPOF9DMYENK,B000SKLT4I,F. R. Perez,"[0, 0]","Hanes Classics Men's 6-pack Cushion Ankle Socks, White, 6-12 . As any Hanes product I have, not disappointed. Great buy.",5.0,Nice socks,1383004800.0,"10 29, 2013"
A2W6EJSETVEB5K,B00BFOEY3Y,Yang Xiong,"[1, 1]",It says that it is charged but after 10 minutes it dies on me or it give me issues like when I press the left click button it'll activate the right click button instead.  it automatically scrolls down alot too at times which is really annoying and i can't scroll back up so i have to plug the mouse in.  Charged it for 5 hours and after each time the battery dies out fast.  The battery light doesn't stay on after un pluging it.  Going to give this product another 2 days and if it sucks im going to try and send it back for replacement and hopefully I just got a bad product.,1.0,Doesn't charge lots of issues,1397865600.0,"04 19, 2014"
AA36GGHJLV1QD,B005JZU13C,Tim R. Knust,"[0, 0]",I am not able to use this as my Direct TV is not networked.I will keep it in the cloud and see about getting my system nretworked then we will see.,3.0,DirecTV Remote+,1375660800.0,"08 5, 2013"
A27CLVSN1ACH7I,B0006MQCAY,J. Bridson,"[6, 7]",I did not find these pillows comfortable for airplane travel. They are too big and bulky to provide any comfort. I guess they would be fine if you were laying on a couch and not sitting mostly upright like on a plane. I would have been better off saving my money and using the airplane pillow. I wouldn't recommend these particular pillows.,2.0,Not comfortable,1175731200.0,"04 5, 2007"
ALCQD9XCNSYNC,B0006HUIAO,,"[0, 0]",It was exactly what i wanted and has all features needed to accurately track my auto maintaince.,5.0,Five Stars,1405209600.0,"07 13, 2014"
A2UWTBGPWKWFI,B007UJHODA,susan,"[3, 3]","I always liked the Kenmore brand and this cleaner lives up to my expectation. It is great on bare floors and baseboards. It is powerful enough to get the cat hair off of the chair and sofa.  It works great on the decorative nooks and crannies on the end table and coffee table that furniture spray doesn't seam to get with out using a tooth brush in the grooves.  It is not to good on the carpet, but I didn't buy it for the rug.  I have an upright for that job.Best of all, I love that it is bagged.",5.0,kenmore bagged canister extra-suction.,1360108800.0,"02 6, 2013"
A2URFLIRPPLN23,0385335407,"J. Fuller ""jefuller4""","[0, 1]",I really was captivated by this book.  We were on a vacation with some family members and I started reading this book and I admit I was poor company.  I loved this book and the characters.I could hardly wait to finish it to see how it ended.,5.0,The Kiss,1074816000.0,"01 23, 2004"
A89XX591ZK9RQ,B003AIL2FQ,katiecon,"[0, 0]",I have been through dozens of headphones and these are by far the best I have ever had. Extremely comfortable and terrific sound for a wide range of music,5.0,Great purchase,1335744000.0,"04 30, 2012"
A4PBYLFUSIPR4,B000003J2Z,T. Bensch,"[1, 1]","This recording (actually a combination of two previously released vinyl recordings) provides a spectacular batch of trombone choir music. Featuring trombones ranging in size from sopranino to contrabass, it provides a performance worthy of ""God's own instrument."" A must for lovers of brass music, and especially for trombone afficianados.",5.0,Trombone Treat!,1230163200.0,"12 25, 2008"
A2LICSQ2IFE3C5,B000056K1Y,"SPM ""scott_maykrantz""","[5, 5]","Bill Frisell has a knack for composing unique songs inside traditional American styles. This album combines country, bluegrass, folk, and blues --- but he gives the blend a modern spin. The music is elegant and personal, played to perfection by Frisell's band.The songs come in two general forms: short sketches of melody and  rhythm, and the long songs that gently work out a particular musical theme. It's the long songs that stand out. The high point is ""Greg Leisz,"" a deep blues track and repeats the same simple musical phrase until it becomes hypnotic. Frisell takes the long and the short songs and mixes them up, alternating between the sketches and the deeper, more adventurous tracks. I highly recommend this album. It will introduce you to Bill Frisell's work. From here, you'll want to hear more of his CDs. I recommend Ghost Town after this one.",4.0,A unique take on American music,1047513600.0,"03 13, 2003"
A1HGEASHGMF7B0,B002VY06IO,"William C. Gordon Jr. ""Bill""","[0, 0]",My Grand Son asked me to find this item for him for his birthday. He has had months of fun with it. He and his friends get hours of enjoyment from it and he has taken to doing other art type projects.,5.0,Crazy Crayon Maker,1265760000.0,"02 10, 2010"
A325OENIID23ZH,B00F3KFFPM,Kelly S. Cham,"[0, 0]",Love this series.  Cool story line in a world of Big Brother is watching you scenario. Cant wait for the next season!,5.0,Person of Interest,1403136000.0,"06 19, 2014"
A2TLWOES9ZCIS3,B00A03KMBO,Ma. Teresa P. Tirona,"[0, 0]","My shoe size is 8.5 and the sock size of 9-11 is supposed to fit but seems large,  i do not like the fit as it does not hold up well and sock falls to ankle after a bit of walking.  Such a hassle to keep on pulling it up.",1.0,Fit not as expected,1387411200.0,"12 19, 2013"
A29X76U4R9TN4B,B000FNFTVW,GECTFE,"[0, 0]","Just purchased a flugelhorn and needed a stand.  The DS513BB allows utilization of only one stand for both trumpet & flugelhorn.  It diassembles nicely and comes with carrying bag.  The stand is built very well, just like the Hercules GS414B guitar stand I own!  Plus, a terrific price thru Amazon!  Winner!",5.0,Great stand for traveling,1299801600.0,"03 11, 2011"
A2VEB7KQJ8K4BN,0671739735,Lizette,"[0, 0]",I love how Jude Deveraux kept suspense in the story.Also I love the strength that she had in her females,5.0,Velvet Angel,1333324800.0,"04 2, 2012"
A3OHRHKV7X4RXR,B0009B3IN6,Gene B,"[0, 0]",I don't wear sandals as a matter of course. I tried these and love them. I have neurologically sensitive feet and these are very comfortable. The brand has been around a long time and the quality and comfort is still extremely good. Excellent value. Sneakers are the common footwear so it is unusual to see someone in sandals. I love it....,5.0,Best sandals ever,1347494400.0,"09 13, 2012"
A3KENZH778QKHQ,0821767089,"E. Alvis ""book in hand""","[77, 79]","If you like romance and mystery, then go get this book now. I have read everything Lisa Jackson has written and this is my favorite. When Marla wakes up in the hospital after a car accident,(or was it) she has to rely on the man that says he is her husband, although she does not remember him.Her memory has been wiped away, but she knows enough to know that something is wrong and that she is in danger for her life. She puts all her trust into her husbands renegade brother and together they set out to find out who is trying to kill her. Before you read the last few pages, you will have suspected everyone.If you have never read a book by Lisa, this is a good place to start.",5.0,If You Only Knew How Great This Book Is?,971654400.0,"10 16, 2000"
A15JJFM0OHA05Z,0140267581,Matt Burrows,"[1, 1]","Those who know and value the John Hawkes of old (Second Skin, Travesty, Blood Oranges) may be disappointed with Irish Eye. Hawkes, who once said, ""The true enemies of the novel are plot, characters, and setting,"" has forsaken his prior belief with the publishing of Irish Eye. The book itself is a mildy interesting text best representative of a nightmarish fairytale, as it surrounds readers with a unique view of Ireland and tracks the journey to maturity of young Dervla as she strives to find love and her place in the world. Along the way Hawkes treats readers to various interesting characters, of which Teddy seems the only character to represent the Hawkes of old--tortured, confined, and just angry at the world he refuses to give in and comprise. And so Dervla, our wide-eyed and innocent narrator, follows him all the way. Though some may claim Irish Eye to be a nice introduction to John Hawkes, don't let this fool you...these comments are made simply because this book is ""easier"" to read. Yes, some of Hawkes major themes are present (disorder and obscurity), but the constriction of characters and reactions/truths that arise from this are largely absent. If you're looking for an actual quality introduction to John Hawkes I would suggest Travesty or possibly Second Skin (with Second Skin being the more difficult read of the two). Overall, a major joy of Hawkes is deciphering that which he writes in order to truly understand the human condition and his fragmented, often disorganized novels challenge readers to not only reread numerous passages but ultimately come to their own conclusion of what the text tells them about life. And with this focus in mind, Irish Eye ultimately comes up short. All authors have a glitch in their library of writings and this seems to be Hawkes. An interesting read--yes. Quality Hawkes--no.",3.0,An interesting read--Yes.  Quality Hawkes--Questionable.,1012694400.0,"02 3, 2002"
A14OJS0VWMOSWO,1576753565,Midwest Book Review,"[13, 16]","Expertly co-written by David L. Cooperrider (Professor and Chairman of the Department of Organizational Behavior at the Weatherhead School of Management) and Diana Whitney (President of Corporation for Positive Change), Appreciative Inquiry: A Positive Revolution In Change is an explorative introductory guide to a new and revolutionary method of change management. With an easy-to-use system, Appreciative Inquiry will assist its readers to encourage its readers to emphasize strengths to their employees as opposed to focusing solely on fixing weakness. Appreciative Inquiry is a well organized and ""user-friendly"" guide highly recommended reading, especially for corporate or business executives.",5.0,An explorative introductory guide to a new and revolutionary method of change management,1142380800.0,"03 15, 2006"
AHYEW8AF29HUN,B009Z7903M,Mr.pseudonym,"[0, 0]","It was very action packed and kept you on the edge of your seat. If you enjoyed the first books in this series then this book won't dissapoint you. It wraps up the story in an amazing way but,also it adds new twists to make it an even more enjoyable and satisfactory ending to such an amazing series.",4.0,Wielder's fate,1372118400.0,"06 25, 2013"
A1FGLGUIM1EBVR,B00HRFYDTA,jammon,"[0, 0]",The author did it again left us with another great read the story was so good it grasps your attention from the first pageto the last,5.0,Yes!!!!!!!,1390176000.0,"01 20, 2014"
A3QK43B0KBUJS5,0760326215,gwendolyn,"[0, 0]","A lovely book to wander through, taking your time to let the information sip in.... Beautiful foto's and very inspiring patterns. Something to keep on your bookshelves for the years to come!",5.0,knitting backgound,1394496000.0,"03 11, 2014"
A3L2G0OLGPX59,B00012EYNG,Nic Ridgway,"[2, 2]",Exceeded our expectations for sound quality.  Huge improvement over our old player.  Very easy to set up and hook into the computer.,5.0,Great sound quality,1167782400.0,"01 3, 2007"
A2Y3QEO9G1YQGM,0740710907,skidmark,"[0, 0]","i'm not a big reader, and i really enjoyed this book.  i believe it helped me take about 5-7 stokes off my game (i went from 100 to 93-95 consistantly)",5.0,great book,1298851200.0,"02 28, 2011"
ABWCABBOJQ505,B000VR8I0Q,"Katherine E. Hamilton ""KAT""","[0, 0]","MY DAUGHTER WANTED THIS COSTUME FOR HALLOWEEN AND THERE WAS NO WAY WE COULD AFFORD IT. WHEN WE FOUND IT ON AMAZON AT LESS THAN HALF THE PRICE WE WERE SO HAPPY.  IT CAME WAY AHEAD OF TIME, THE ALTERATIONS WERE DONE AND SHE HAD A BLAST, WISH I HAD A PICTURE SO YOU COULD SEE IT.  THANKS FOR THE AFFORDABLE COSTUME AND THE HAPPY HALLOWEEN...KAT",5.0,"not a problem, right on time",1227052800.0,"11 19, 2008"
A2DTKV8AE6QY1D,160606133X,Richard Beesen,"[1, 2]","I bought it after attending the Sicily show at the Getty Villa Malibu.I wanted to bring the exposition home with me, now I have it in this excellent book",5.0,"Highly Inspired, makes you want to book your trip to Sicily asap",1374364800.0,"07 21, 2013"
A1LQRL3F3UE0YA,B003JLSKQ8,Opal H. Stableford,"[0, 0]",it made the screen look fuzzy. and was slightly to small for my ipad.also came postage due.I will not try again,1.0,does not work,1317600000.0,"10 3, 2011"
A37VPF3JIWMXIJ,071350790X,Skinchanger2,"[0, 0]","a very good book about keyboard knowledge....there's too many musicians, music students and even teachers who suck at the piano. Recommended.",5.0,very good book about keyboard knowledge,1384905600.0,"11 20, 2013"
A7L2CQA1LD66V,B00757C9GE,jenn,"[1, 1]",It was very helpful! It makes much more sense now. I'm glad I tried it! I wish I had tried it sooner. I love it.,5.0,basic understanding,1350777600.0,"10 21, 2012"
A1J0HNNXLKTQXX,B00005Q3IP,"""lcoltharp3""","[0, 0]",Finally something different! Great sound that will get you up and moving.,5.0,El Andar/The Walk,1012348800.0,"01 30, 2002"
A1BZL9WFLDRSKR,B006476322,Dazedcat,"[0, 0]","Having played PC baseball games since the old LaRussa series, I've resigned myself to the fact that software companies will never ever get it right.  When you have no expectations, you can never be disappointed.  So I was pleasantly surprised that MLB 2K12 has turned out to be a pretty decent game-pad baseball game.  Perhaps I'm just lucky but on my Dell Inspiron notebook it runs very smoothly with no problems at all.  Game play is very good but a lot of what you experience depends on what roster you're using and your tune file settings.I would suggest to anyone who wants a better MLB 2K12 to visit mvpmods.com  No I'm not spamming for them but they have dedicated people over there who mod baseball games to make them look and play better.  What they offer for this particular game is better than anything 2K Sports can supply.  This review is based on what I've downloaded from that site regarding roster files and difficulty tunes.Playing individual games in the Franchise Mode feature I've had many great battles, close games, blow outs.........pretty much what you would expect playing major league baseball.  Some starters go deep in the game (well over 100 pitches), extra inning nail biters, just about everything really.  Using an XBox controller for the PC seems to be the best option for this game, you don't have to re-map your button controls and you have full control over everything using this.  I would recommend this pad for this particular game if you don't already have one.I took a star off the ratings because like others have said, getting online to play someone is damned near impossible.  The new feature of this game, the MLB ""Living Season"" is also pretty much broken but like I said above, the Franchise Mode works just fine (as does one off exhibition games if that's all you want to do).  One thing though, baseball games like this will never ever replace a good sim like OOTP if you're looking for that sort of statistical gameplay only.So in closing, if you're XBox or PS3 free like I am and want to continue the tradition of PC baseball, this game is it.  Modify it the right way and you've got a pretty decent game-pad based baseball gaming experience.",4.0,Pretty good gamepad baseball,1335916800.0,"05 2, 2012"
A3L92PGVVZXM1,1578565073,cccmomma,"[0, 0]","I received God Gave Us Two for free from the Blogging For Books program. We have read Lisa's books before and have loved every one of them.God Gave Us Two is about a polar bear family who is expecting another little one. The polar bear cub is worried that his mommy will forget about him when the new baby comes. However, it isn't just one polar bear baby that is coming it is two. This book really should have been titled ""God Gave Us Three"" since the mommy polar bear ends up having twins. Kinda disappointing since the title makes you believe that mommy polar bear is expecting only one. But on the other hand this is an excellent book to read to children if you are expecting a new baby. Mommy polar bear assures polar bear cub that even though there is going to be a new baby in the house that she won't love him any less.I give it 3 1/2 stars!",3.0,Ok but...,1303344000.0,"04 21, 2011"
A3O90UJKZ56,B0004FL8NO,"Amazon Customer ""nada""","[0, 0]",Doesn't keep coffee as hot as I would like but the coffee tastes better than my old machine. Like the lift out reservoir for easy filling and cleaning. Ease of use gets three stars... programming takes a bit of figuring out but not difficult; all components must be just so for proper function. Takes some getting used to but happy with the purchase overall.,3.0,three and a half stars,1231804800.0,"01 13, 2009"
A3TQ0DVJ3MXZR0,B0077B2XI2,R. Ortiz,"[16, 17]","This small bag fits my Olympus OM-D (with a zoom lens attached) plus two extra zoom lenses.This bag comes with the typical vertical dividers which split the space into three compartments.The camera fits face down with the attached lens taking up the middle compartment.The extra lenses (or accessories) go on the side compartments.But one cool feature is that it also has horizontal dividers so you can stack two items in the side compartments.(like a small zoom and a pancake lens or the charger and the clip-on flash).It also has a front pocket to store memory cards, batteries, and miscellaneous stuff.There's also a slim pocket in the back that fits a Kindle perfectly.The material is sturdy but pliable. The case is well padded but not bulky.CONS: There's just one color.",5.0,Perfect for micro 4/3 systems,1340582400.0,"06 25, 2012"
A25YHYS5AVFS37,B000GBN1KY,seglads,"[0, 0]","First off, I was surprised that unit is advertised as heavy duty steel; when you open it, you'll see that just feels like a heavier plastic. I liked it initially, it was easier to use and fold up, but then I saw it starting to warp, which was surprising since we do not even hang heavy clothing on it, only cloth diapers. After 5 months, the unit completely collapsed and is unusable. I can imagine that if I used it for actual clothing it would have collapsed even sooner. Waste of money.",1.0,Not as sturdy as advertised; look elsewhere.,1365724800.0,"04 12, 2013"
A1BHFT19RSSJ3V,6300214052,A. R. Asson,"[3, 55]","It's a poorly executed movie.  A unbelievably dumb story, poor visuals, poor character development, and Peter MacNichol can't act his way out of a wet paper sack.  Buy a hamburger instead.",1.0,Don't buy it,1300579200.0,"03 20, 2011"
A30YAO0W20P2UD,B00AM481BO,Ashley Oakley,"[0, 0]",i wear a size 8. i bought a size 8.5 still to small. i would most likely need a 9.5 for these. material id very thin and boots dont weigh much but for that reason they dont seem as sturdy,1.0,runs very small,1383782400.0,"11 7, 2013"
A3RHO3X7KBE1XZ,B000KKENMQ,AndyD,"[0, 0]",Nice and easy set up. Heavy enough to do the job and not move even with a light wind. Good job trapping all the small particles when pellet shatters.,5.0,Easy set up great for smaller areas,1393804800.0,"03 3, 2014"
AGCY3DS6NBQGT,B006HIBGFM,HappyCamper,"[0, 0]","We got these for the kids for our trip to Disneyland to cut down on the number of changes of clothes we had to lug around. Worked great. Can get a solid day use out it. Other uses could include car emergency kit, diaper bag addition (could easily make any diaper waterproof with one of these and some duct tape!), great for any function with unpredictable weather (to exclude hurricane force wind), impromptu panhandling gear, and the list goes on. Easy to pack.",5.0,Great el-cheep-o poncho!,1393200000.0,"02 24, 2014"
A29WVC8O33ZH65,B0019EHU8G,J. Griswold,"[0, 0]","Great cable, well made.  Not as good of construction as the $40 cable I bought from RadioShack but pretty close..and it does the exact same thing flawlessly.  Recommended",5.0,Best bang for your buck,1312070400.0,"07 31, 2011"
A3VODU3U6ZOV66,B007FW119K,Early morning runner,"[0, 0]","Very disappointed.  School artwork doesn't fit in this cheap frame, which arrived with a warped white cardboard mat.  The mat is warped because it is 8.5x11 and is too large to fit.  Horrible return policy, so I am stuck with this overpriced piece of junk.  Do not buy this item.",1.0,warped mat in a cheap frame that isn't quite 8.5x11,1393804800.0,"03 3, 2014"
A2DM5OMOIMHIC6,1576734064,Cilla,"[3, 3]","I loved this book.  The mystery wasn't that mysterious, but the love story was what made the book so good.  I appreciated the way the hero, who was in wheelchair, was portrayed in a very positive manner. I would ask him to  marry me if I could!  The author also deals with the Amish in a very  sensitive way that shows she respects them and their beliefs.  The heroine  was a feisty nurse, who wasn't afraid to fight for her man.  It was a bit  difficult to get used to the story being written in first person by the  heroine, since that isn't the norm for most books and made it seem kind of  old-fashioned at first, but it grew on me.  I would love to read more books  by this author and I know I will will re-read this book many times.  The  religious issues were handled in a straight-forward but not  &quot;preachy&quot; way.  Can't say enough good about this book!",5.0,"Couldn't put it down, didn't get anything done!",955497600.0,"04 12, 2000"
AGWCBMQJEHF7J,0823032205,John B. Lankford,"[16, 34]","With respect to those many positive reviews...I got the book. But there is something wrong when the publisher won't put the author's own painting on the book jacket! After looking at his paintings I see why it took someone elses work to sell the book !His paintings are fuzzy-looking and blah, In short, the author ""talks a good talk about the elements of painting""  but does not paint like what is shown on the book cover. So there is some good coaching( words) inside but for me he is a ""poor player"" at painting.",2.0,Good coach.Poor Player.,1300838400.0,"03 23, 2011"
A1LRXZVYMES9C1,B0082PF3NY,,"[0, 0]","This book constantly contradicts itself on the ""facts"" and reveals nothing new to any Tudor reader with basic knowledge. Avoid.",2.0,terrible,1353456000.0,"11 21, 2012"
A2AHB9ZGJ401XF,B005ZOBNOI,,"[0, 0]","Effortless read that made me cry.  I love any book that has the power to make me cry. I wish that teenagers really spoke this way, like they are all from Dawson's Creek.  But a great story, nonetheless.",5.0,I Always read the book before i see the movie,1399248000.0,"05 5, 2014"
A3DTDB31UZ2WQV,0385492510,"Nik ""Nik""","[1, 2]","This book is amazing, you really feel the history.  Even better than the 300 movie.",5.0,"Amazing story, very well written",1182816000.0,"06 26, 2007"
