asin,salesRank,imUrl,categories,title,description,price,related,brand
0002314282,{'Books': 7079528},http://ecx.images-amazon.com/images/I/718cQTK2yFL.jpg,[['Books']],Tartan Ringers (The Crime club),The fun and frights are nonstop ... lusty entertainment. Publishers Weekly,7.89,"{'also_viewed': ['1472102932', '0312384114', '0749083212']}",
0002255200,{'Books': 2853757},http://ecx.images-amazon.com/images/I/414ME5XJQGL.jpg,[['Books']],The Swinging Bridge,,,{'also_bought': ['1845230957']},
0002338114,{'Books': 11084708},,[['Books']],Time at Tarragon,,,"{'also_viewed': ['0449018245', '0688002277', '0449243257', '0449242110', '0449238393', 'B001C6IJ86', '068802890X'], 'buy_after_viewing': ['0449018245', '0688002277']}",
0002238934,{'Books': 5066817},http://ecx.images-amazon.com/images/I/31QLoiSbR6L.jpg,[['Books']],November Boots,,,,
0002218844,{'Books': 3925183},http://ecx.images-amazon.com/images/I/51eNktzSm1L.jpg,[['Books']],Sweet Dreams,"Michael Frayn was born in London in 1933 and began his career as a journalist on the Guardian and the Observer. His novels include Towards the End of the Morning, Headlong, Spies and Skios. His seventeen plays range from Noises Off, recently chosen as one of the nation's three favourite plays, to Copenhagen, which won the 1998 Evening Standard Award for Best Play of the Year and the 2000 Tony Award for Best Play. He is married to the writer Claire Tomalin.",13.83,"{'also_viewed': ['0670829854', '0571212719'], 'buy_after_viewing': ['0670829854', '0312267460']}",
000220035X,{'Books': 2290024},http://ecx.images-amazon.com/images/I/41GAJ89DAML.jpg,[['Books']],Top Birding Spots in Britain &amp; Ireland,,,{'also_bought': ['0691151946']},
0002245604,,http://ecx.images-amazon.com/images/I/61zANmtc6GL.jpg,[['Books']],The Faces of Fear,,5.99,,
0002550865,{'Books': 933332},http://ecx.images-amazon.com/images/I/51FJP23DTYL.jpg,[['Books']],The Best of France,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",12.68,"{'also_bought': ['0002550857', '0002554771', '0002552078', '0002551497', '0002551489', '000255478X', '000255206X', '000255223X', '0811846466', '039458404X', '0877016429'], 'buy_after_viewing': ['0831790687', '0002550857', '0002554771', '1400052580']}",
0002551152,{'Books': 435545},http://ecx.images-amazon.com/images/I/5104VNXX96L.jpg,[['Books']],Asia: The Beautiful Cookbook,Each title in this award-winning series offers an exquisite  region-by-region taste tour filled with culinary specialties and  surprises.  Included in each large-format volume are gorgeous food and  landscape photographs.,37.69,"{'also_bought': ['0002550296', '0681152710', '000215854X', '0002553481', '0002550326', '0002154129', '0002553708', '0002154463', '0002551519', '0002159317', '0002553724', '0002551543', '0002250357', '0681152672', '0681152699', 'B000ELJ3R6', '000215949X', '0060580313', '0067576001', '0681047968', '0067575986', '000255464X', '0067575951', '0681047976', '0517692201', '0868672505', '0002250535', '0002159996', '0681152788', '0681152680', '0681152664', '0067575870'], 'buy_after_viewing': ['0895351854', '0002550296', '0681152710', '000215854X']}",
0002254131,{'Books': 3926992},http://ecx.images-amazon.com/images/I/51Z7TC6JHBL.jpg,[['Books']],Acts of Betrayal,"'Terrific... as good as anything Dobbs has done... superb.' Sunday Telegraph  'Dobbs has given us a splendid diversion, one that makes it worth chucking the TV set out of the window and settling down with a book.' Sunday Express  'A cracking good read -- Goodfellowe is the most affectionately drawn crumpled anti-hero since Jim Hacker.' The Big Issue  'Brilliant... full of magnificently dark political characters.' Daily Mail",11.55,"{'also_viewed': ['0006477100', '1492606618', '1402217749', '1492606642', '0755326849', '0061099775', '1492606677', '1471111512', '0857208063'], 'buy_after_viewing': ['0006477100', '1492606618', '1402217749', '1492606642']}",
0002239221,{'Books': 1613835},http://ecx.images-amazon.com/images/I/31zZVN0UD3L.jpg,[['Books']],Problem at Pollensa Bay,"Dame Agatha Christie's prolific output of novels, short stories, and plays have sold more than 400 million copies and have been translated into 103 languages. Only the Bible and works by Shakespeare have outdistanced her. Problems at Pollensa Bay & Other Stories provides a delightful addition to this vast body of writing by ""the mistress of mystery."" Though these eight stories are not new, several are less well known, and this audiobook represents an exciting renewal of one of the world's most popular authors. ""The Harlequin Tea Set,"" thought to be Dame Agatha's last short story, is a tale of mistaken identity and features Mr. Saterthwaite and Harley Quin, who also appear together in ""The Love Detectives,"" a little-known story about a messy love triangle. Mr. Parker Pyne, Christie's goverment statistician turned detective, is called upon to save a love-struck young man in the title story. Also included is a mystery involving the eccentric and slightly pompous Hercule Poirot. The audiobook is narrated by Jonathan Cecil, whose superb vocal adaptations greatly enhance Dame Agatha's work. This is an excellent production, highly entertaining, and a most worthwhile purchase for any library.?Gretchen Browne, Rockville Centre P.L.,Copyright 1995 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",17.68,"{'also_bought': ['0007121083', '0007154852', '0007154879', '0007121040', '0553350242', '0007354703', '0062074377', '0062074113', '0396067425', '0002326434', '0553350277', '0062074369', '0553350439', '0553350080', '0553350110', '0007354665', '0553350722', '1579127312', '0553350757', '055335079X', '0062074326', '000712113X', '157912626X', '0553350706', '157912688X', '0062074083', '0062073788', '1611731607', '0553350498', '0553350803', '0553350188', '055335065X', '1579127347', '0553350447', '000728053X', '0553350773', '0399142878', '055335020X', '0062074407', '0007240228', '0007265204', '0553350641', '1579127363', '1579126294', '0396073735', '0007154887', '0312274726', '0312273223', '0062074342', '0007313527', '0553350676', '0553350463', '000231312X', '0062074415', '0007234414', '1579126952', '0007414447', '0062074121', '0002311909', '0062094408', '0671434632', '0312981694', 'B000GRO1HK', '1579127355', '1579126286', '0062074105', '0062073648', '0399150218', '0884113884', '0720613906', '1579126278'], 'buy_after_viewing': ['033002504X', '0062074385', '0062074091', '0062073702']}",
0002254409,{'Books': 11239122},http://ecx.images-amazon.com/images/I/511FCFFD9BL.jpg,[['Books']],Seahorses,,,,
0002252139,{'Books': 3694159},http://ecx.images-amazon.com/images/I/51FHZ5AE72L.jpg,[['Books']],"Bah, Humbug! (Festive Peanuts)",,,,
0002310899,{'Books': 4066640},http://ecx.images-amazon.com/images/I/41S8HFJ2HYL.jpg,[['Books']],Destination Unknown (Agatha Christie Collection),'Nothing should be taken for granted.' Spectator  'Agatha Christie gives us one of her rare thrillers in place of a detective story - just to show that she can write the one as well as the other.' Sunday Times  'A first-class thriller.' Birmingham Post,6.64,"{'also_viewed': ['0062074377', '0062073788', '0062073532', '0062074385', '0062073516', '006207413X', '0062074156', '0062073524', '0062094459', '0062074164', '0062073540', 'B007MXVBJW', '0062074148', '0062073796', '0062074113', '0062073753', '0062073877', '0062074091', '0062074342', '0062074121', '0062073818', '0062073575', '0062073885', '0062073745', '0062073729', '0062073605', '0062073931', '0062073907', '0062074032', '0062074016', '0062074369', '0062073923', '006207380X', '0062073893', '0062074024', '006207377X', '0062251678', '0062073710', '0062073966', '0062074431', '0062073680', '0062073834', '0062074334', '0062073567', '0062073656', '0062073974', '0062074407', '0062094408', '0062074326', '0062073508', '0062073842', '0062073850', '006207394X', '0062074008', '0062073869', '0062074083', '0062073559', '0062073982', '0062073737', '0062073699'], 'buy_after_viewing': ['0062073710', '0062094408', '0062074423', '0062074377']}",
0002550296,{'Books': 105457},http://ecx.images-amazon.com/images/I/51GNSGJ110L.jpg,[['Books']],Thailand: The Beautiful Cookbook,"Panurat Poladitmontri, chef-owner of the Lemon Grass Grill Restaurant in Seattle, is proud of his Thai heritage. Recognized as one of the leading Thai chefs in America, he has authored cookbooks, appears frequently in the media, and travels internationally to teach Thai cuisine. Judy Lew, considered the Northwest's leading expert on pacific Rim Cuisine, is the author of many cookbooks on Asian cuisine, includingEnjoy Chinese Cuisine; Flavors of Chineses Cooking; Dim Sum Appetizers and Light MealsShe is the Director of the Uwajimaya Cooking School.",37.69,"{'also_bought': ['0002553708', '0681152710', '0811800172', '1580084621', '0002154129', '000215949X', '000215854X', '0002551543', '0811837319', '0895351854', '0778802825', '0002551519', '0002553724', '0002553481', '0002550326', '0002159317', '0804843716', '0688099173', '0002551152', '0002154463', '0681152672', '0002250357', '158008284X', 'B000ELJ3R6', '1580086659', '1607742888', '0067575897', '071486529X', '0067575862', '0804841799', '1607745232', '1780190107', '0681152699', '0764156497', '0002250535', '0761500162', '0399510338', '000255464X', '0067576001', '0060580313', '0067575986', '1580089755', '1607740532', '0681047976', '1570671613', '0743238273', '0681047968', '1416580573', '0811811514', '0060192585', '1579654134', '1607743523', '1440561540', '0811859339', '0684847396', '0393089045', '0681152680', '0754827232', '0714865745', '1580089771', '1580627331', '0609611011', '1742706207', '0061373265', '0804841470', '0868672505', '0393051773', '1607744767', '4889960937', '1579651143', '0517692201', '0898155630', '0804842299', '0794603203', '1607746417', '034552912X', '0394496388', 'B000F1LMNS', '0714865818', 'B000F2VESU', '077043522X', '6169060107', '1563051729', '1937994201', '0470194960', '1593370423', '0762774495', '0681152664', '1607743949', '0307383253', '0681152788', '9742356831', '1616082798', '1844776247', '0864119364', '1440550778', '0689119941', '1568363885', '0981633900'], 'bought_together': ['1580084621'], 'buy_after_viewing': ['0804843716', '0811837319', '1580084621', '1607742888']}",
0002322307,{'Books': 5169078},http://ecx.images-amazon.com/images/I/61Trn9d3jeL.jpg,[['Books']],Death of a Salesperson,,10.67,,
0002237814,,,[['Books']],Raise the Red Dawn,"Davis's ( Blind Prophet ) latest effort to cash in on the popularity of military techno-thrillers involves a Soviet submarine that becomes helplessly frozen in an arctic ice cap. Both Soviets and Americans race to recover the sub, which is carrying a revolutionary new superconductor, iriniump. 65 . This novel offers plenty of action, but the writing is unintentionally funny. It's hard to believe that an author could put these words into a character's mouth: ""I used to walk five miles to school in weather like this. . . . Used to say it was colder than a witch's left tit. Damned if I ever knew why the right one was warmer."" Or this, when a polar bear approaches a female CIA agent on the ice cap: ""With a sinking feeling, Justine realized she was not alone."" The characters are stereotypes straight from central casting, including the absent-minded professor, the evil Soviet sub commander and the beautiful female spy. Davis even manages to include two lovemaking scenes, which severely strain the credibility of his story. One of these scenes takes place in an empty torpedo tube while the father of the woman guards the couple's privacy.Copyright 1991 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",11.04,"{'also_viewed': ['0312169280', '0553294628', '055326205X', '0671769049']}",
0002551489,{'Books': 484814},http://ecx.images-amazon.com/images/I/614WQDMDWWL.jpg,[['Books']],The Best of Mexico,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",17.36,"{'also_bought': ['0873587871', '0470499559', '0743253345', '1118190203', '1616082798', '0764564870', '1423600150', '1580089291', '0781813042', '0767914880', '068484186X', '0002554771', '0002550857', '1607743167', '0061373265', '1584798246', '0002550865', '0393088928', '1561385999', '0002552078', '1580089771', '0684856948', '0826300359', '1580084281', '0684800063', '0002551497', '0898155177', '0894803646', '1580089941', '0376024968', '039306154X', '000255206X', '0764525670', '0393050696', '000215949X', '1936474735', '0307460630', '1592335586', '0393058999', '1580629679', '1451611501', '1580081916', '0895860384', '000255478X', '0873588568', '0376024976', '0547636474', '0067575862', '0028603508', '000255223X', '0811868265', '1580088546', '0028609980', '0688109411', '0804839905', '0307451100', '0914846175', '1741108675', '0547368917', '0778802671', '0307888266', '0307383253', '0764599860', '0307346587', '030723827X', '0811872327', '1423605039', '0914846809', '1607740354', '0688028470', '1849753423', '1580089755', 'B00LUUOHY4'], 'bought_together': ['0873587871'], 'buy_after_viewing': ['1118190203', '0547636474', '0470499559', '0781813042']}",
0002251884,{'Books': 2423526},http://ecx.images-amazon.com/images/I/41VM84SEMML.gif,[['Books']],Snoopy: Not Your Average Dog,"Charles M. Schulz, the most popular cartoonist in history, published the comic strip, Peanuts, in 2,600 newspapers worldwide and won several prestigious awards, including the Congressional Medal of Honor. Mr. Schulz died February 12, 2000, the night before his farewell Peanuts comic strip was published.",,{'also_bought': ['0345479831']},
0002552523,{'Books': 4154997},http://ecx.images-amazon.com/images/I/717O7Re8SnL.jpg,[['Books']],City Dogs,,,,
0002552264,{'Books': 1208019},http://ecx.images-amazon.com/images/I/51LUq%2B0sJJL.jpg,[['Books']],Potatoes: A Country Garden Cookbook,"Waldrone ( Cold Spaghetti at Midnight ) here finds redeeming value in a humble thing, traipsing with the potato through culinary Mexico, France, Italy, Hungary, the Middle East and various quarters of North America. As glimpsed through the fine nostalgic mist of Jones's camera, the root swells a Mediterranean fish stew; stuffs golden fowl or green chilies; or lies au naturel , pending baking or roasting. Among the most appealing recipes are the simplest: in roasted balsamic potatoes and onions, recommended as an accompaniment to red meats, the contenders are oven-roasted first in olive oil and then in seasoned balsamic vinegar; in rosemary potato skewers, potato chunks are boiled, dredged in herbs and spices, and grilled on charcoal. But if the potato lends itself to these visceral pleasures, it can also sneak into upper-crust tarts without suffering. (And even into hummus--where, one suspects, it may languish.) Waldron, trained at La Varenne, offers appetizers, side dishes and main courses in her brief book, a new entry in Collins's attractive Country Garden Cookbook series, and even offers advice to the amateur grower--but omits desserts, where potatoes can give depth and moist substance, if not pungence, to tortes. BOMC selection.Copyright 1993 Reed Business Information, Inc.",,"{'also_bought': ['0002551659', '0002553430', '0002554526', '0002553457', '0002553465', '0002553449', '0002552256', '0002554518', '0002554534', '0002551667', '000255450X'], 'buy_after_viewing': ['0002554518', '0002552256', '0002553449', '0002551659']}",
0002477904,,http://ecx.images-amazon.com/images/I/71W4-FEyMTL.jpg,[['Books']],Top hand,,,,
0002255553,{'Books': 9646187},http://ecx.images-amazon.com/images/I/41HCNGMR10L.jpg,[['Books']],The Boy in the Moon,"'The Boy in the Moon confirms O'Riordan's status as a writer of wit, originality and delicacy who can surprise and delight at every turn.' Sunday Tribune 'A pacy, thriller-like plot... the characters are vivid and the observations tartly accurate.' Irish Times 'Exquisitely spare in execution, this is a haunting examination of human strength and frailty.' Time Out--This text refers to thePrint on Demand (Paperback)edition.",,,
0002324849,{'Books': 5127713},http://ecx.images-amazon.com/images/I/5137RCxXoHL.jpg,[['Books']],A Shrine of Murders,,,"{'also_bought': ['0312109784', '0312131240', '0312142870', '0312310145']}",
0002314355,{'Books': 1428108},http://ecx.images-amazon.com/images/I/71crL2rKywL.jpg,[['Books']],Weekend for Murder (Collins Crime Club),,,,
0002551500,{'Books': 1302740},http://ecx.images-amazon.com/images/I/412T62WSCML.jpg,[['Books']],The De'Medici Kitchen (PBS Series),,,"{'also_viewed': ['0449907309', '0394588762', '0517704404', '0002154463', '0002550326', '1862053545', '0609601512', '0449903648', '1904292666', '0760725071'], 'buy_after_viewing': ['0449907309', '0394588762', '0517704404']}",
0002550741,{'Books': 6241240},http://ecx.images-amazon.com/images/I/6116zWplh-L.jpg,[['Books']],Web of Hate: The Far Right Network in Canada,,,,
0002326817,{'Books': 3385441},http://ecx.images-amazon.com/images/I/512T3Z9959L.jpg,[['Books']],The Multiple Cat,,,"{'also_bought': ['0312991371', '0425252361', '0312332408', '0425252558', '0451415418', '0425252132', '0312961812', '0451419944', '0312975015', '0425251691', '0451414691', '0425262553', '0425244970', '0451237811', '0451236475', '0451236629']}",
0002327031,{'Books': 12340012},http://ecx.images-amazon.com/images/I/517M5HJWDXL.jpg,[['Books']],An Artful Death (Inspector Alvarez Novel),"Inspector Alvarez (Seeing Is Deceiving) suspects that a British  cabinet minister is involved in a Mallorcan murder, but when he  expresses his opinion too fervently, he winds up in trouble with  his chief. The case goes on, of course, to the delight of many  series fans.Copyright 2002 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",,,
0002552396,{'Books': 4338112},http://ecx.images-amazon.com/images/I/81-BMWWMT-L.jpg,[['Books']],"My Story: The Duchess of York, Her Father and Me",,,,
0002214407,{'Books': 11646560},http://ecx.images-amazon.com/images/I/41EGV8Rup-L.jpg,[['Books']],"The Fetishist and Other Stories, translation of Le coq de bruyere","Text: English, French (translation)",24.3,"{'also_viewed': ['080185590X', '0801855926'], 'buy_after_viewing': ['080185590X']}",
0002552256,{'Books': 1024148},http://ecx.images-amazon.com/images/I/51QXSBNPGZL.jpg,[['Books']],Apples: A Country Garden Cookbook,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",9.12,"{'also_bought': ['0002551659', '0002553457', '0002553465', '0002553449', '0002553430', '0002554526', '0002551667', '0002554518', '0002552264', '0002554534', '000255450X', '1580173896', '1932183744', '0393065995', '0060193247', '1580080308', '0936399325', '158008446X'], 'buy_after_viewing': ['1580173896', '0930809289', '1937994112', '0393065995']}",
0002261790,{'Books': 10920753},http://ecx.images-amazon.com/images/I/4112VNJHARL.jpg,[['Books']],The Valparaiso Voyage,,,,
0002318733,{'Books': 3570147},,[['Books']],Who is Simon Warwick?,,13.45,"{'also_viewed': ['0805008497', '0805002448', '0805005064', '0805005048', '0805005072', '080501148X', '0805007067', '0030597838', '0805001166', '0030095344'], 'buy_after_viewing': ['1601870604', '0805005986', '0805008497', '0805002707']}",
0002553430,{'Books': 930066},http://ecx.images-amazon.com/images/I/51YXF82335L.jpg,[['Books']],Tomatoes: A Country Garden Cookbook,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",16.93,"{'also_bought': ['0002553465', '0002551659', '0002554526', '0002553449', '0002552264', '0002552256', '0002553457', '0002551667', '0002554534', '0002554518', '000255450X'], 'buy_after_viewing': ['0881508039', '1603424784', '0002551667', '1580174981']}",
0002552574,{'Books': 2174646},http://ecx.images-amazon.com/images/I/61INrxMCCaL.jpg,[['Books']],I Dream of Madonna: Women's Dreams of the Goddess of Pop,"Lustily conceived like a Dada art object, this offbeat little book collects the dreams of 50 women about pop singer Madonna, accompanied by color collages made by Turner and artist David Kolwyck. Turner, a folklorist and lead singer in an all-women rock band, asserts that Madonna has invaded the psyches of women as a symbol of fearlessness, sexuality free of shame, and self-realization. The women whose dreams she records include homemakers, teenagers, grandmothers, a professor and a banker. Some dream of rescuing Madonna from danger; others dream of making love to her; in one dream the pop star is a policewoman. To most of the dreamers, Madonna is a sisterly companion or empowering friend. The collages, in a surreal style highly reminiscent of rock 'n' roll album cover art, reinforce the overhyped notion of Madonna's ""liberating sexual self-centeredness."" 35,000 first printing.Copyright 1993 Reed Business Information, Inc.",,"{'also_bought': ['1593764294', '1576874818'], 'buy_after_viewing': ['0312117825']}",
0002311216,{'Books': 4032503},http://ecx.images-amazon.com/images/I/21nsasmPMwL.jpg,[['Books']],Passenger to Frankfurt,'Marvellously entertaining' OBSERVER 'It is not an impossible story - it is only a fantastic one.' AGATHA CHRISTIE,6.64,"{'also_bought': ['1611732905', '0553350676', '0007240228', '157912626X', '0553350110', '1611732336', '0007208596', '055335079X', '0553350781', '0553350498', '0553350188', '1579127312', '0553350196', '0553350447', '055335020X', '0553350579', '0553350307', '0553350293', '0553350250', '0553350749', '0007265204', '055335051X', '1579127320', '000735469X', '0553350080', '0553350773', '0553350706', '0553350641', '0553350056', '0553350048', '0007234414', '1611731607', '1579126235', '0553350358', '000723449X', '0553350277', '0396073735', '1579126952', '0553350218', '157912688X', '055335065X', '0553350617', '1579126901', '0396067425', '0553350803', '0553350129', '0553350471', '0007234511', '0553350439', '0062073591', '1579126251', '1933652462', '1611733383', '1609421051', '0553350153', '0002311909', '0553350331', '0553350242', 'B0007G2SAW', '0002239221', '0553350722', '0062074105', '000728053X', 'B000WVVCHM', '0061988367', '1579126294', '0553350072', '0553350463', '0002318652', '0007265166', '1579127347', '1579126286', '0002110385', '0884113868', '1579126278', '0002326434', '1579126898', '0007314639', '031224262X', '1579127363', '0007314655', '0062074113', '031219241X', '1579127355', '0062073524'], 'buy_after_viewing': ['0062074385', '0062074334', '0062073885', '0062074326']}",
0002553341,{'Books': 1205478},http://ecx.images-amazon.com/images/I/51bns6ixoEL.jpg,[['Books']],Roy Rogers: King of the Cowboys,"Some things you just don't outgrow. Take Roy Rogers. Yes, the idea of singing cowboys is about as silly as fried Spam sandwiches, but if you were 10 once and watched Roy, Dale, and Trigger cavort on the big screen (or, later, on television), there's probably still a part of you that can't hear ""Happy Trails to You"" without feeling a wee bit wistful. You'll feel more than that after browsing through this nostalgia-soaked photo-biography. Combining wonderful vintage photographs with a brief autobiographical narrative from Roy himself, the book chronicles the storybook life of one Leonard Slye, a Depression-era teenager when his family left their Ohio farm for a dust-bowl journey to California. Only a few short years later, Leonard had become Roy Rogers, ""King of the Cowboys,"" and was launched on a career that would encompass 81 movies, a TV series, and hundreds of radio performances and recordings. The success of Roy Rogers says a lot about the U.S. during the Depression and throughout World War II, but it says even more about the wide eyes of kids everywhere at anytime. It's all here in this sparkling piece of Americana.Bill Ott",12.42,"{'also_bought': ['0762738308', '0762730897', '078646111X', '0800759311', '0299210049', '0830711589', '0800713435', 'B00CC6PV8Q', '0671897144', '0786445890', '0944019005', '0615498329', 'B0009IXRHQ', 'B00005VEQC'], 'buy_after_viewing': ['0762738308', '0762730897', '0671897144', 'B000F9SUP8']}",
0002553449,{'Books': 987738},http://ecx.images-amazon.com/images/I/51S0V5A61RL.jpg,[['Books']],Berries: A Country Garden Cookbook,"Beautifully designed and exquisitely photographed, this unique  series showcases sensational recipes that exhibit the wonderful  versatility of fruits and vegetables, fresh from the garden or  greengrocer's basket.",10.77,"{'also_bought': ['0002551659', '0002553430', '0002552256', '0002553457', '0002554518', '0002552264', '000255450X', '0002553465', '0002554526', '0002551667', '0002554534', '0811844145', '006059974X'], 'buy_after_viewing': ['0002551659', '0002552256', '1935597124', '0002553465']}",
0002550512,{'Books': 3248803},http://ecx.images-amazon.com/images/I/41YHdt9b6cL.jpg,[['Books']],Braver Men Walk Away,,,,
0002241749,{'Books': 2425452},http://ecx.images-amazon.com/images/I/61o7cYXxh3L.jpg,[['Books']],Duncton Stone - Volume Three of The Book of Silence,,,"{'also_bought': ['0002236761', '0002239418', '0006473024', '0070304343'], 'buy_after_viewing': ['0070304343']}",
000255223X,{'Books': 851831},http://ecx.images-amazon.com/images/I/618%2BS4rbeoL.jpg,[['Books']],The Best of India: A Cookbook,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",21.88,"{'also_bought': ['0002551497', '0002550865', '0002550857', '000255206X', '0002551489', '0002552078', '0002554771', '000255478X'], 'buy_after_viewing': ['0764156497', '0761137874', '0002550857', '0002554771']}",
0002553910,{'Books': 5499822},http://ecx.images-amazon.com/images/I/51ca9wVk94L.jpg,[['Books']],Broken Lives; A Personal View of the Bosnian Conflict,,,,
0002554216,{'Books': 3929205},http://ecx.images-amazon.com/images/I/51N1ZXN8CYL.jpg,[['Books']],A Heart for Children: Inspirations for Parents and Their Children,"Margaret Fishback Powers brought hope and joy to people  everywhere with her poem ""Footprints."" Her book,Footprints: The  True Story Behind the Poem, has sold over 150,000 copies in the two  years since its publication.Her recently publishedLife's  Little Inspiration Bookoffers wisdom for everyday living and is  another sales success. Clearly, Margaret Fishback Powers is an  inspirational phenomenon, her gentle and spiritual brand of wisdom a  warm beacon to millions of people all over the world.Now, inA  Heart for Children, Margaret Fishback Powers shares loving,  transforming meditations, thoughts and poems on the pure and simple  joys and sorrows of parenthood, family life and the hopes and dreams we  embrace for our children.",,,
0002553473,{'Books': 3253441},http://ecx.images-amazon.com/images/I/51cdr3g1vlL.jpg,[['Books']],Souvenirs: Gifts from the Garden,Souvenirs is a stunning celebration of the untold treasures that  can be gathered from the garden. Easy-to-follow instructions and  professional tips encourage cultivating your own garden and exploring  flowers and greenery in a variety of compositions.--This text refers to an out of print or unavailable edition of this title.,,,
0002229781,{'Books': 13908993},http://ecx.images-amazon.com/images/I/71aASV23bLL.jpg,[['Books']],The White Tiger,"To judge by this densely textured and occasionally exciting suspense novel, China after Mao is still a dangerous place to be, especially for those in power. The protagonist, Hong, is a high-ranking policeman whose stubborn honesty leads him to investigate, unofficially and at growing personal risk, the mysterious death of his friend and mentor, while at the same time he is officially tailing a visiting American psychiatrist presumed to be a spy. Hong's investigations take him on a journey through the past that ends with his expose of treachery and crime among Mao's closest associates, the ""tigers"" of the Revolution. The novel's chief strengths are its intensely realistic depiction of a Peking bureaucracy, wherein those with the strongest noses for ""spiritual pollution"" appear to be the most corrupt, and Hong himself, a sympathetic and credible figure caught in the toils of sordid events. Its weaknesses are a pedestrian style and characterization that, Hong aside, is somewhat lacking in depth and vibrancy. Nathan wrote Rising Higher and Amusement Park. Major ad/promo; BOMC alternate.Copyright 1987 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",,,
0002553635,{'Books': 4640906},http://ecx.images-amazon.com/images/I/61zFKVNPhdL.jpg,[['Books']],The Country Cook's Companion (Country Companion),,,,
0002554364,{'Books': 1799010},http://ecx.images-amazon.com/images/I/51E90CMF29L.jpg,[['Books']],Sindh Revisited: A Journey in the Footsteps of Captain Sir Richard Francis Burton 1842-1849 : The India Years,"Christopher Ondaatje was born in Ceylon, receiving his schooling and began his career in England, and emigrated to Canada in 1956. He has worked at several magazines and newspapers, includingThe Financial Post. In 1967 he founded Pagurian Press and the following year formed the Pagurian Corporation. He was a member of Canada's Olympic bobsled team that brought back Canada's only gold medal from the 1964 Winter Olympics, and is the author ofThe Prime Ministers of Canada, Olympic Victory, Leopard in the Afternoon, andThe Man Eater of Punanai.",,"{'also_viewed': ['1590482255', '8185026882', '1590482212']}",
0002251930,{'Books': 1568228},http://ecx.images-amazon.com/images/I/415WDZS8GKL.gif,[['Books']],Way Beyond Therapy (Peanuts at Work and Play),"Charles M. Schulz, the most popular cartoonist in history, published the comic strip, Peanuts, in 2,600 newspapers worldwide and won several prestigious awards, including the Congressional Medal of Honor. Mr. Schulz died February 12, 2000, the night before his farewell Peanuts comic strip was published.",,{'also_bought': ['1575429187']},
0002552078,{'Books': 1514666},http://ecx.images-amazon.com/images/I/41ANaf5EXhL.jpg,[['Books']],The Best of Spain: A Cookbook,,22.78,"{'also_bought': ['0002550865', '0002550857', '0002551497', '0002551489', '000255206X', '0002554771', '000255478X', '000255223X'], 'buy_after_viewing': ['0061560936', '0394513487', '0681280107', '0002551489']}",
000255397X,{'Books': 2415010},http://ecx.images-amazon.com/images/I/517P1SA99ML.jpg,[['Books']],Wild Stone Heart: An Apprentice in the Fields,"Sharon Butala is a leading Canadian author whose memoir, THE PERFECTION OF THE MORNING, was a bestseller in Canada.  For most of her life she has lived on a  Saskatchewan farm, which forms  the subject of WILD STONE HEART.--This text refers to thePaperbackedition.",,{'buy_after_viewing': ['1886913161']},
0002550857,{'Books': 1013860},http://ecx.images-amazon.com/images/I/51KZXECW8EL.jpg,[['Books']],The Best of Italy,"This wonderful series is the easiest way to sample some of the  world's finest cuisines from the comfort of your own kitchen.  Small in  size, yet large in recipe selection, each volume offers a delicious  range of dishes--from the simple to the imaginative.",19.77,"{'also_bought': ['0002550865', '0002552078', '0002551489', '0002554771', '0002551497', '0831790687', '000255206X', '000255478X', '000255223X', '037541150X', '074324995X', '1451659695', '039458404X', '0743224434', '0025202529'], 'buy_after_viewing': ['0831790687', '039458404X', '0307595668', '0002550865']}",
0002550318,{'Books': 1161698},http://ecx.images-amazon.com/images/I/91pHfHRoPoL.jpg,[['Books']],France: A Culinary Journey- Classic Recipes from the Regions of France,,,{'also_bought': ['0002159600']},
0002254980,{'Books': 5343140},http://ecx.images-amazon.com/images/I/21QRJTS9P3L.jpg,[['Books']],Dorothy L'Amour,,,,
000255447X,{'Books': 2612973},http://ecx.images-amazon.com/images/I/51O1sQrujaL.jpg,[['Books']],Our Baby: A Journal,,,,
